2023-01-02,بایننس قصد دارد با خرید یک صرافی کره‌ای دوباره وارد بازار این کشور شود,121,21
2023-01-02,بنیاد دوج کوین یک صندوق جدید با هدف توسعه اکوسیستم خود راه‌اندازی می‌کند,297,16
2023-01-02,افزایش ۵۰۰میلیون دلاری ارزش بازار سولانا پس از رشد ۱۲درصدی قیمت,144,24
2023-01-02,حدود ۸۰درصد از دامنه‌‌های اتریوم نِیم سرویس در سال ۲۰۲۲ ثبت شده‌اند,44,13
2023-01-02,لیدو فایننس بیشترین سرمایه قفل‌شده در دیفای را در اختیار دارد,39,7
2023-01-02,دسامبر شاهد کمترین میزان سرقت ارزهای دیجیتال در سال ۲۰۲۲ بوده است,58,10
2023-01-02,بروکرهای هنگ هنگی برای ارائه خدمات معاملات ارز دیجیتال به سرمایه‌گذاران آماده می‌شوند,64,7
2023-01-02,پل میان‌زنجیره‌ای شاتل ترا کلاسیک تا ۳۰ روز دیگر غیرفعال می‌شود,139,40
2023-01-02,مقامات ایالات متحده در مورد تراکنش‌های مشکوک سم بنکمن فرید تحقیق می‌کنند,62,19
2023-01-04,افزایش ۱۶ درصدی بهای سولانا پس از رشد چشمگیر توکن Bonk,140,24
2023-01-04,گاما ری با شرکت گولوجی‌کیو قرارداد ادغام ۳۲۰میلیون دلاری امضا کرده است,58,11
2023-01-04,کشف آسیب‌پذیری مهم در قرارداد هوشمند یونی سواپ توسط شرکت Debaub,51,21
2023-01-04,سم بنکمن فرید نسبت به اتهامات وارده علیه خود ادعای بی‌گناهی کرد,72,18
2023-01-03,تیم وکلای سم بنکمن فرید درمورد تهدید والدین او هشدار داده‌اند,49,25
2023-01-03,رشد ۱۳۷۴درصدی یک آلت کوین مبتنی‌بر سولانا طی ۵ روز,146,28
2023-01-03,نسخه فیزیکی NFTهای برند تیفانی به خریداران آن تحویل داده می‌شود,55,19
2023-01-03,شرکت استخراج بیت کوین رایوت بلاک چین نام خود را به «رایوت پلتفرمز» تغییر می‌دهد,64,26
2023-01-03,سهام صندوق گری‌اسکیل اتریوم تراست هم‌اکنون با ۶۰ درصد تخفیف معامله می‌شود,65,37
2023-01-03,نهنگ‌ها ۳۲ میلیون لایت کوین را جابه‌جا کرده‌اند,99,21
2023-01-03,وزیر دارایی روسیه: می‌توان از ارزهای دیجیتال برای تجارت بین‌المللی استفاده کرد,128,24
2023-01-03,جیم کرمر بر نگرش منفی خود نسبت به بازار ارزهای دیجیتال در سال جاری تأکید کرد,46,71
2023-01-03,داروخانه زنجیره‌ای اوکراینی پذیرش ارزهای دیجیتال را آغاز کرد,142,11
